rPP_frac,rPE_frac,compatibilizer_pct,antioxidant_pct,filler_pct,process_temp_C,screw_speed_rpm,cooling_rate_Cmin,E_sim_MPa,sigma_sim_MPa,Tg_sim_C,elong_sim_pct,E_exp_MPa,sigma_exp_MPa,Tg_exp_C,elong_exp_pct
0.5247240713084176,0.4752759286915824,3.2101582307714387,0.10312386883593261,3.378701261443291,205.36193171566993,111.47259790256534,31.53921185751579,1167.9167945160539,25.80790187643942,-61.73623429225787,113.27695874964614,1146.9976664515823,26.008213233612842,-59.569090218774555,116.50679947233901
0.8704285838459498,0.1295714161540502,0.42069982497524416,0.9025529066795667,5.5718067806391725,177.62695214571306,172.1231610543209,5.860542076058053,1450.368188744883,30.31224709259273,-21.89056928552247,117.80773511800335,1429.4127264857773,30.083542338021914,-23.009068741797773,117.61417026687602
0.7391963650868432,0.26080363491315683,0.8081435704730688,0.5052523724478571,3.5402096855349363,198.81441800834065,228.4007920989894,5.774324303514904,1278.844945051409,27.832443435093303,-37.32387412699805,113.23058674966552,1259.546841978366,28.89460645012619,-32.142982573297836,106.00097186382449
0.659195090518222,0.340804909481778,4.492770942635397,0.8264574661077416,1.7740506751411123,200.33575231914278,204.4782306896254,16.326357670233943,1224.0074180889244,27.581214632326663,-45.65822004326599,115.55259415990456,1348.6122971025748,29.01626810751854,-46.857128600109796,118.14746841367739
0.39361118426546193,0.6063888157345381,3.0321452982979498,0.32004960103061175,2.412717422012016,191.2065335651193,217.11539513644647,22.102511664163302,1115.8370727390884,25.28792144174042,-75.82139878653676,116.71869239069152,1138.7531998729817,24.108937250978496,-75.1473446092811,107.2863740614131
0.3935967122017216,0.6064032877982783,0.04598525808314824,0.8955232284962005,9.215575360654515,206.82221178123615,191.99317234082196,31.964259623272763,1184.8907428201942,24.032556804717213,-73.99175766475277,110.16862963013588,1210.6932416516584,22.035707374380546,-71.1939851691335,119.6700647378284
0.33485016730091965,0.6651498326990803,0.5073577143301605,0.3892016787341631,4.12667436811585,216.71835073845074,197.68701596803493,28.915338181227682,1042.7330319991229,23.04997583576109,-81.97541080261892,108.6684635837204,1104.5500392410333,20.295667776106143,-86.23050800141802,104.95152520533325
0.8197056874649611,0.18029431253503891,3.317508845540279,0.01083765148029836,7.285397220961509,216.2784256453388,224.36326076610428,20.60659472318619,1371.250954777651,27.947552873171848,-29.082159353797536,110.25158099733078,1385.5783043192419,28.709539863540662,-34.36458578973986,111.86085824431349
0.6606690070459253,0.33933099295407465,0.025307919231093434,0.9053819764192637,10.068345417097138,192.54196857020662,122.44356150606161,14.576933319858306,1387.9981655409358,27.321135870260786,-44.508810730399965,113.45342157593011,1372.4556367916937,25.666085960999975,-49.08577967411025,115.71972454829924
0.7248435466776273,0.2751564533223727,0.8040402570874933,0.09128667678613356,13.807896572587307,175.66190229203775,163.2022438193339,39.89935750551989,1565.8561498424822,29.056735610583313,-38.70384685463,117.56740934639978,1554.0751588973835,25.82739972115459,-34.916094544348454,115.49616955676717
0.31235069657748143,0.6876493034225186,2.7436689468329307,0.31931363759041487,0.7862427968219787,219.24205994811672,117.60560510933237,19.916345578259055,981.5304359503733,23.022092600412513,-84.92417182161402,109.87634016513135,977.2343603855295,23.604960507208958,-86.57974625929137,114.56989057693355
